현재시간,예측시점,현재값,실제값,실제_변화량,구간_MIN,구간_MAX,구간_AVG,예측_변화량_MIN,예측값_MIN,오차_MIN,방향일치_MIN,예측_변화량_MAX,예측값_MAX,오차_MAX,방향일치_MAX,예측_변화량_AVG,예측값_AVG,오차_AVG,방향일치_AVG,HUBROOMTOTAL,알람
2025-12-22 23:29,2025-12-22 23:39,350,333,-17,333,351,341.8,-16.73,333.27,0.27,✅,8.09,358.09,25.09,❌,-4.45,345.55,12.55,✅,711,🚨358.1
2025-12-22 23:30,2025-12-22 23:40,346,336,-10,333,351,340.8,-15.49,330.51,5.49,✅,10.64,356.64,20.64,❌,-1.85,344.15,8.15,✅,704,⚠️356.6
2025-12-22 23:31,2025-12-22 23:41,341,348,7,333,351,341.5,-15.5,325.5,22.5,❌,10.93,351.93,3.93,✅,-0.47,340.53,7.47,❌,693,⚠️351.9
2025-12-22 23:32,2025-12-22 23:42,341,352,11,333,352,342.6,-17.03,323.97,28.03,❌,10.09,351.09,0.91,✅,-0.31,340.69,11.31,❌,675,⚠️351.1
2025-12-22 23:33,2025-12-22 23:43,341,340,-1,333,352,342.5,-17.23,323.77,16.23,✅,9.4,350.4,10.4,❌,-1.21,339.79,0.21,✅,681,⚠️350.4
2025-12-22 23:34,2025-12-22 23:44,341,352,11,333,352,343.6,-17.28,323.72,28.28,❌,8.8,349.8,2.2,✅,-0.92,340.08,11.92,❌,686,
2025-12-22 23:35,2025-12-22 23:45,351,348,-3,333,352,343.3,-19.81,331.19,16.81,✅,4.06,355.06,7.06,✅,-6.33,344.67,3.33,✅,689,🚨355.1
2025-12-22 23:36,2025-12-22 23:46,346,345,-1,333,352,343.2,-17.26,328.74,16.26,✅,5.83,351.83,6.83,❌,-4.61,341.39,3.61,✅,688,⚠️351.8
2025-12-22 23:37,2025-12-22 23:47,345,344,-1,333,352,343.1,-16.72,328.28,15.72,✅,7.75,352.75,8.75,❌,-3.87,341.13,2.87,✅,694,⚠️352.8
2025-12-22 23:38,2025-12-22 23:48,333,349,16,333,352,344.7,-13.68,319.32,29.68,❌,13.01,346.01,2.99,✅,1.73,334.73,14.27,✅,692,
2025-12-22 23:39,2025-12-22 23:49,333,355,22,336,355,346.9,-12.22,320.78,34.22,❌,13.44,346.44,8.56,✅,1.89,334.89,20.11,✅,705,
2025-12-22 23:40,2025-12-22 23:50,336,353,17,340,355,348.6,-12.05,323.95,29.05,❌,13.83,349.83,3.17,✅,2.26,338.26,14.74,✅,691,
2025-12-22 23:41,2025-12-22 23:51,348,359,11,340,359,349.7,-14.61,333.39,25.61,❌,8.68,356.68,2.32,✅,-1.55,346.45,12.55,❌,715,🚨356.7
2025-12-22 23:42,2025-12-22 23:52,352,363,11,340,363,350.8,-17.2,334.8,28.2,❌,7.92,359.92,3.08,✅,-3.51,348.49,14.51,❌,737,⚠️359.9
2025-12-22 23:43,2025-12-22 23:53,340,360,20,344,363,352.8,-12.43,327.57,32.43,❌,13.08,353.08,6.92,✅,0.26,340.26,19.74,✅,749,⚠️353.1
2025-12-22 23:44,2025-12-22 23:54,352,366,14,344,366,354.2,-16.7,335.3,30.7,❌,5.06,357.06,8.94,✅,-6.74,345.26,20.74,❌,742,⚠️357.1
2025-12-22 23:45,2025-12-22 23:55,348,354,6,344,366,354.8,-14.92,333.08,20.92,❌,8.55,356.55,2.55,✅,-2.73,345.27,8.73,❌,736,⚠️356.6
2025-12-22 23:46,2025-12-22 23:56,345,351,6,344,366,355.4,-12.65,332.35,18.65,❌,9.26,354.26,3.26,✅,-0.08,344.92,6.08,❌,745,⚠️354.3
2025-12-22 23:47,2025-12-22 23:57,344,351,7,349,366,356.1,-13.49,330.51,20.49,❌,6.54,350.54,0.46,✅,-1.34,342.66,8.34,❌,741,⚠️350.5
2025-12-22 23:48,2025-12-22 23:58,349,361,12,351,366,357.3,-12.93,336.07,24.93,❌,7.38,356.38,4.62,✅,-0.6,348.4,12.6,❌,747,⚠️356.4
2025-12-22 23:49,2025-12-22 23:59,355,367,12,351,367,358.5,-16.12,338.88,28.12,❌,4.38,359.38,7.62,✅,-3.74,351.26,15.74,❌,733,⚠️359.4
2025-12-22 23:50,2025-12-23 00:00,353,358,5,351,367,359.0,-17.43,335.57,22.43,❌,5.26,358.26,0.26,✅,-5.32,347.68,10.32,❌,725,⚠️358.3
2025-12-22 23:51,2025-12-23 00:01,359,350,-9,350,367,358.1,-20.91,338.09,11.91,✅,1.0,360.0,10.0,❌,-9.24,349.76,0.24,✅,724,⚠️360.0
2025-12-22 23:52,2025-12-23 00:02,363,344,-19,344,367,356.2,-22.39,340.61,3.39,✅,0.16,363.16,19.16,❌,-10.98,352.02,8.02,✅,720,⚠️363.2
2025-12-22 23:53,2025-12-23 00:03,360,348,-12,344,367,355.0,-19.99,340.01,7.99,✅,1.24,361.24,13.24,❌,-9.24,350.76,2.76,✅,725,⚠️361.2
2025-12-22 23:54,2025-12-23 00:04,366,352,-14,344,367,353.6,-22.73,343.27,8.73,✅,-0.19,365.81,13.81,✅,-12.0,354.0,2.0,✅,730,⚠️365.8
2025-12-22 23:55,2025-12-23 00:05,354,351,-3,344,367,353.3,-19.46,334.54,16.46,✅,5.09,359.09,8.09,❌,-7.07,346.93,4.07,✅,714,⚠️359.1
2025-12-22 23:56,2025-12-23 00:06,351,353,2,344,367,353.5,-18.71,332.29,20.71,❌,5.3,356.3,3.3,✅,-5.47,345.53,7.47,❌,698,⚠️356.3
2025-12-22 23:57,2025-12-23 00:07,351,347,-4,344,367,353.1,-16.91,334.09,12.91,✅,8.11,359.11,12.11,❌,-5.37,345.63,1.37,✅,689,⚠️359.1
2025-12-22 23:58,2025-12-23 00:08,361,345,-16,344,367,351.5,-17.56,343.44,1.56,✅,7.4,368.4,23.4,❌,-6.25,354.75,9.75,✅,687,⚠️368.4
2025-12-22 23:59,2025-12-23 00:09,367,336,-31,336,358,348.4,-22.72,344.28,8.28,✅,2.99,369.99,33.99,❌,-12.33,354.67,18.67,✅,682,⚠️370.0
2025-12-23 00:00,2025-12-23 00:10,358,346,-12,336,353,347.2,-23.31,334.69,11.31,✅,3.81,361.81,15.81,❌,-9.21,348.79,2.79,✅,672,⚠️361.8
2025-12-23 00:01,2025-12-23 00:11,350,342,-8,336,353,346.4,-19.21,330.79,11.21,✅,7.27,357.27,15.27,❌,-7.13,342.87,0.87,✅,676,⚠️357.3
2025-12-23 00:02,2025-12-23 00:12,344,337,-7,336,353,345.7,-19.06,324.94,12.06,✅,6.28,350.28,13.28,❌,-7.46,336.54,0.46,✅,679,⚠️350.3
2025-12-23 00:03,2025-12-23 00:13,348,336,-12,336,353,344.5,-18.0,330.0,6.0,✅,8.02,356.02,20.02,❌,-7.05,340.95,4.95,✅,677,⚠️356.0
2025-12-23 00:04,2025-12-23 00:14,352,334,-18,334,353,342.7,-15.11,336.89,2.89,✅,8.79,360.79,26.79,❌,-4.77,347.23,13.23,✅,690,⚠️360.8
2025-12-23 00:05,2025-12-23 00:15,351,336,-15,334,353,341.2,-19.06,331.94,4.06,✅,8.2,359.2,23.2,❌,-5.68,345.32,9.32,✅,694,⚠️359.2
2025-12-23 00:06,2025-12-23 00:16,353,352,-1,334,352,341.1,-17.55,335.45,16.55,✅,8.08,361.08,9.08,❌,-7.91,345.09,6.91,✅,700,⚠️361.1
2025-12-23 00:07,2025-12-23 00:17,347,355,8,334,355,341.9,-14.18,332.82,22.18,❌,12.36,359.36,4.36,✅,-5.65,341.35,13.65,❌,697,⚠️359.4
2025-12-23 00:08,2025-12-23 00:18,345,349,4,334,355,342.3,-15.66,329.34,19.66,❌,13.44,358.44,9.44,✅,-4.9,340.1,8.9,✅,694,⚠️358.4
2025-12-23 00:09,2025-12-23 00:19,336,347,11,334,355,343.4,-15.46,320.54,26.46,❌,13.17,349.17,2.17,✅,-2.84,333.16,13.84,❌,695,
2025-12-23 00:10,2025-12-23 00:20,346,352,6,334,355,344.0,-14.87,331.13,20.87,❌,11.8,357.8,5.8,✅,-5.72,340.28,11.72,❌,718,🚨357.8
2025-12-23 00:11,2025-12-23 00:21,342,351,9,334,355,344.9,-14.82,327.18,23.82,❌,12.68,354.68,3.68,✅,-2.68,339.32,11.68,❌,712,⚠️354.7
2025-12-23 00:12,2025-12-23 00:22,337,348,11,334,355,346.0,-12.05,324.95,23.05,❌,14.61,351.61,3.61,✅,-1.73,335.27,12.73,❌,705,⚠️351.6
2025-12-23 00:13,2025-12-23 00:23,336,346,10,334,355,347.0,-12.37,323.63,22.37,❌,14.68,350.68,4.68,✅,-0.84,335.16,10.84,❌,688,⚠️350.7
2025-12-23 00:14,2025-12-23 00:24,334,353,19,336,355,348.9,-13.87,320.13,32.87,❌,14.57,348.57,4.43,✅,-0.97,333.03,19.97,❌,691,
2025-12-23 00:15,2025-12-23 00:25,336,349,13,346,355,350.2,-14.71,321.29,27.71,❌,12.88,348.88,0.12,✅,-3.9,332.1,16.9,❌,679,
2025-12-23 00:16,2025-12-23 00:26,352,340,-12,340,355,349.0,-14.85,337.15,2.85,✅,6.92,358.92,18.92,❌,-6.06,345.94,5.94,✅,679,🚨358.9
2025-12-23 00:17,2025-12-23 00:27,355,340,-15,340,353,347.5,-19.24,335.76,4.24,✅,6.3,361.3,21.3,❌,-6.68,348.32,8.32,✅,674,⚠️361.3
2025-12-23 00:18,2025-12-23 00:28,349,339,-10,339,353,346.5,-17.78,331.22,7.78,✅,7.09,356.09,17.09,❌,-5.33,343.67,4.67,✅,684,⚠️356.1
2025-12-23 00:19,2025-12-23 00:29,347,335,-12,335,353,345.3,-18.62,328.38,6.62,✅,7.23,354.23,19.23,❌,-5.02,341.98,6.98,✅,687,⚠️354.2
2025-12-23 00:20,2025-12-23 00:30,352,328,-24,328,353,342.9,-18.15,333.85,5.85,✅,9.42,361.42,33.42,❌,-2.46,349.54,21.54,✅,676,⚠️361.4
2025-12-23 00:21,2025-12-23 00:31,351,332,-19,328,353,341.0,-16.36,334.64,2.64,✅,8.23,359.23,27.23,❌,-2.27,348.73,16.73,✅,674,⚠️359.2
2025-12-23 00:22,2025-12-23 00:32,348,329,-19,328,353,339.1,-16.58,331.42,2.42,✅,10.49,358.49,29.49,❌,-0.63,347.37,18.37,✅,664,⚠️358.5
2025-12-23 00:23,2025-12-23 00:33,346,332,-14,328,353,337.7,-16.04,329.96,2.04,✅,10.86,356.86,24.86,❌,-0.54,345.46,13.46,✅,667,⚠️356.9
2025-12-23 00:24,2025-12-23 00:34,353,337,-16,328,349,336.1,-20.93,332.07,4.93,✅,6.41,359.41,22.41,❌,-5.8,347.2,10.2,✅,673,⚠️359.4
2025-12-23 00:25,2025-12-23 00:35,349,344,-5,328,344,335.6,-19.89,329.11,14.89,✅,9.85,358.85,14.85,❌,-1.87,347.13,3.13,✅,684,⚠️358.9
2025-12-23 00:26,2025-12-23 00:36,340,337,-3,328,344,335.3,-16.9,323.1,13.9,✅,12.34,352.34,15.34,❌,0.04,340.04,3.04,✅,694,⚠️352.3
2025-12-23 00:27,2025-12-23 00:37,340,331,-9,328,344,334.4,-16.39,323.61,7.39,✅,11.73,351.73,20.73,❌,-0.99,339.01,8.01,✅,696,⚠️351.7
2025-12-23 00:28,2025-12-23 00:38,339,340,1,328,344,334.5,-14.81,324.19,15.81,❌,11.43,350.43,10.43,✅,1.04,340.04,0.04,✅,686,⚠️350.4
2025-12-23 00:29,2025-12-23 00:39,335,339,4,328,344,334.9,-14.62,320.38,18.62,❌,12.47,347.47,8.47,✅,1.02,336.02,2.98,✅,671,
2025-12-23 00:30,2025-12-23 00:40,328,351,23,329,351,337.2,-11.81,316.19,34.81,❌,14.19,342.19,8.81,✅,3.84,331.84,19.16,✅,677,
2025-12-23 00:31,2025-12-23 00:41,332,345,13,329,351,338.5,-11.76,320.24,24.76,❌,14.83,346.83,1.83,✅,2.98,334.98,10.02,✅,669,
2025-12-23 00:32,2025-12-23 00:42,329,332,3,331,351,338.8,-10.63,318.37,13.63,❌,16.02,345.02,13.02,✅,3.38,332.38,0.38,✅,672,
2025-12-23 00:33,2025-12-23 00:43,332,337,5,331,351,339.3,-12.75,319.25,17.75,❌,14.38,346.38,9.38,✅,1.72,333.72,3.28,✅,664,
2025-12-23 00:34,2025-12-23 00:44,337,337,0,331,351,339.3,-15.94,321.06,15.94,❌,10.89,347.89,10.89,❌,0.24,337.24,0.24,✅,678,
2025-12-23 00:35,2025-12-23 00:45,344,343,-1,331,351,339.2,-19.26,324.74,18.26,✅,8.3,352.3,9.3,❌,-3.79,340.21,2.79,✅,686,🚨352.3
2025-12-23 00:36,2025-12-23 00:46,337,341,4,331,351,339.6,-14.47,322.53,18.47,❌,11.93,348.93,7.93,✅,0.87,337.87,3.13,✅,671,
2025-12-23 00:37,2025-12-23 00:47,331,340,9,332,351,340.5,-13.19,317.81,22.19,❌,15.24,346.24,6.24,✅,4.07,335.07,4.93,✅,677,
2025-12-23 00:38,2025-12-23 00:48,340,338,-2,332,351,340.3,-16.51,323.49,14.51,✅,11.01,351.01,13.01,❌,-0.14,339.86,1.86,✅,678,🚨351.0
2025-12-23 00:39,2025-12-23 00:49,339,338,-1,332,351,340.2,-16.48,322.52,15.48,✅,12.69,351.69,13.69,❌,1.85,340.85,2.85,✅,671,⚠️351.7
2025-12-23 00:40,2025-12-23 00:50,351,345,-6,332,345,339.6,-22.8,328.2,16.8,✅,5.31,356.31,11.31,❌,-7.47,343.53,1.47,✅,682,⚠️356.3
2025-12-23 00:41,2025-12-23 00:51,345,344,-1,332,345,339.5,-21.39,323.61,20.39,✅,6.62,351.62,7.62,❌,-5.26,339.74,4.26,✅,672,⚠️351.6
2025-12-23 00:42,2025-12-23 00:52,332,346,14,337,346,340.9,-17.17,314.83,31.17,❌,13.36,345.36,0.64,✅,1.82,333.82,12.18,✅,660,
2025-12-23 00:43,2025-12-23 00:53,337,337,0,337,346,340.9,-17.17,319.83,17.17,❌,12.67,349.67,12.67,❌,1.38,338.38,1.38,✅,662,
2025-12-23 00:44,2025-12-23 00:54,337,339,2,337,346,341.1,-18.26,318.74,20.26,❌,13.8,350.8,11.8,✅,0.89,337.89,1.11,✅,680,🚨350.8
2025-12-23 00:45,2025-12-23 00:55,343,337,-6,337,346,340.5,-19.79,323.21,13.79,✅,13.44,356.44,19.44,❌,-0.96,342.04,5.04,✅,690,⚠️356.4
2025-12-23 00:46,2025-12-23 00:56,341,335,-6,335,346,339.9,-21.26,319.74,15.26,✅,9.75,350.75,15.75,❌,-2.73,338.27,3.27,✅,698,⚠️350.8
2025-12-23 00:47,2025-12-23 00:57,340,341,1,335,346,340.0,-20.86,319.14,21.86,❌,8.27,348.27,7.27,✅,-3.16,336.84,4.16,✅,689,
2025-12-23 00:48,2025-12-23 00:58,338,342,4,335,346,340.4,-20.14,317.86,24.14,❌,9.09,347.09,5.09,✅,-2.53,335.47,6.53,✅,684,
2025-12-23 00:49,2025-12-23 00:59,338,349,11,335,349,341.5,-20.13,317.87,31.13,❌,9.36,347.36,1.64,✅,-1.87,336.13,12.87,❌,692,
2025-12-23 00:50,2025-12-23 01:00,345,353,8,335,353,342.3,-22.27,322.73,30.27,❌,6.24,351.24,1.76,✅,-3.68,341.32,11.68,❌,689,🚨351.2
2025-12-23 00:51,2025-12-23 01:01,344,353,9,335,353,343.2,-21.43,322.57,30.43,❌,7.36,351.36,1.64,✅,-3.42,340.58,12.42,❌,706,⚠️351.4
2025-12-23 00:52,2025-12-23 01:02,346,342,-4,335,353,342.8,-24.85,321.15,20.85,✅,3.74,349.74,7.74,✅,-7.61,338.39,3.61,✅,709,
2025-12-23 00:53,2025-12-23 01:03,337,345,8,335,353,343.6,-24.19,312.81,32.19,❌,7.92,344.92,0.08,✅,-2.82,334.18,10.82,❌,698,
2025-12-23 00:54,2025-12-23 01:04,339,356,17,335,356,345.3,-19.9,319.1,36.9,❌,14.95,353.95,2.05,✅,0.91,339.91,16.09,✅,706,🚨353.9
2025-12-23 00:55,2025-12-23 01:05,337,352,15,335,356,346.8,-17.12,319.88,32.12,❌,15.83,352.83,0.83,✅,2.74,339.74,12.26,✅,716,⚠️352.8
2025-12-23 00:56,2025-12-23 01:06,335,349,14,341,356,348.2,-17.39,317.61,31.39,❌,16.68,351.68,2.68,✅,1.13,336.13,12.87,✅,727,⚠️351.7
2025-12-23 00:57,2025-12-23 01:07,341,350,9,342,356,349.1,-15.63,325.37,24.63,❌,11.34,352.34,2.34,✅,0.97,341.97,8.03,✅,726,⚠️352.3
2025-12-23 00:58,2025-12-23 01:08,342,347,5,342,356,349.6,-17.5,324.5,22.5,❌,11.35,353.35,6.35,✅,-0.0,342.0,5.0,❌,726,⚠️353.4
2025-12-23 00:59,2025-12-23 01:09,349,347,-2,342,356,349.4,-21.87,327.13,19.87,✅,7.06,356.06,9.06,❌,-5.48,343.52,3.48,✅,729,⚠️356.1
2025-12-23 01:00,2025-12-23 01:10,353,349,-4,342,356,349.0,-21.91,331.09,17.91,✅,4.52,357.52,8.52,✅,-6.78,346.22,2.78,✅,747,⚠️357.5
2025-12-23 01:01,2025-12-23 01:11,353,354,1,342,356,349.1,-21.79,331.21,22.79,❌,4.14,357.14,3.14,✅,-6.5,346.5,7.5,❌,769,⚠️357.1
2025-12-23 01:02,2025-12-23 01:12,342,345,3,345,356,349.4,-17.06,324.94,20.06,❌,14.22,356.22,11.22,✅,1.28,343.28,1.72,✅,765,⚠️356.2
2025-12-23 01:03,2025-12-23 01:13,345,341,-4,341,356,349.0,-15.06,329.94,11.06,✅,12.98,357.98,16.98,❌,-0.73,344.27,3.27,✅,767,⚠️358.0
2025-12-23 01:04,2025-12-23 01:14,356,345,-11,341,354,347.9,-19.99,336.01,8.99,✅,5.01,361.01,16.01,❌,-6.24,349.76,4.76,✅,758,⚠️361.0
2025-12-23 01:05,2025-12-23 01:15,352,339,-13,339,354,346.6,-17.2,334.8,4.2,✅,9.31,361.31,22.31,❌,-3.26,348.74,9.74,✅,761,⚠️361.3
2025-12-23 01:06,2025-12-23 01:16,349,338,-11,338,354,345.5,-17.55,331.45,6.55,✅,8.86,357.86,19.86,❌,-4.5,344.5,6.5,✅,758,⚠️357.9
2025-12-23 01:07,2025-12-23 01:17,350,331,-19,331,354,343.6,-17.94,332.06,1.06,✅,6.13,356.13,25.13,❌,-4.88,345.12,14.12,✅,748,⚠️356.1
2025-12-23 01:08,2025-12-23 01:18,347,333,-14,331,354,342.2,-18.36,328.64,4.36,✅,9.04,356.04,23.04,❌,-3.15,343.85,10.85,✅,732,⚠️356.0
2025-12-23 01:09,2025-12-23 01:19,347,328,-19,328,354,340.3,-19.26,327.74,0.26,✅,7.82,354.82,26.82,❌,-4.47,342.53,14.53,✅,725,⚠️354.8
2025-12-23 01:10,2025-12-23 01:20,349,324,-25,324,354,337.8,-20.2,328.8,4.8,✅,8.13,357.13,33.13,❌,-3.76,345.24,21.24,✅,712,⚠️357.1
2025-12-23 01:11,2025-12-23 01:21,354,327,-27,324,345,335.1,-21.36,332.64,5.64,✅,2.39,356.39,29.39,❌,-7.7,346.3,19.3,✅,716,⚠️356.4
2025-12-23 01:12,2025-12-23 01:22,345,319,-26,319,345,332.5,-19.62,325.38,6.38,✅,9.21,354.21,35.21,❌,-5.28,339.72,20.72,✅,721,⚠️354.2
2025-12-23 01:13,2025-12-23 01:23,341,320,-21,319,345,330.4,-21.05,319.95,0.05,✅,7.96,348.96,28.96,❌,-5.55,335.45,15.45,✅,736,
2025-12-23 01:14,2025-12-23 01:24,345,319,-26,319,339,327.8,-19.89,325.11,6.11,✅,8.78,353.78,34.78,❌,-7.26,337.74,18.74,✅,721,🚨353.8
2025-12-23 01:15,2025-12-23 01:25,339,327,-12,319,338,326.6,-17.98,321.02,5.98,✅,8.2,347.2,20.2,❌,-4.9,334.1,7.1,✅,713,
2025-12-23 01:16,2025-12-23 01:26,338,334,-4,319,334,326.2,-16.39,321.61,12.39,✅,7.58,345.58,11.58,❌,-3.66,334.34,0.34,✅,694,
2025-12-23 01:17,2025-12-23 01:27,331,328,-3,319,334,325.9,-12.56,318.44,9.56,✅,10.76,341.76,13.76,❌,-2.01,328.99,0.99,✅,674,
2025-12-23 01:18,2025-12-23 01:28,333,332,-1,319,334,325.8,-15.85,317.15,14.85,✅,8.48,341.48,9.48,❌,-4.28,328.72,3.28,✅,669,
2025-12-23 01:19,2025-12-23 01:29,328,327,-1,319,334,325.7,-17.76,310.24,16.76,✅,11.42,339.42,12.42,❌,-1.51,326.49,0.51,✅,655,
2025-12-23 01:20,2025-12-23 01:30,324,322,-2,319,334,325.5,-16.48,307.52,14.48,✅,14.26,338.26,16.26,❌,-1.3,322.7,0.7,✅,642,
2025-12-23 01:21,2025-12-23 01:31,327,322,-5,319,334,325.0,-13.76,313.24,8.76,✅,14.4,341.4,19.4,❌,0.31,327.31,5.31,❌,668,
2025-12-23 01:22,2025-12-23 01:32,319,328,9,319,334,325.9,-12.91,306.09,21.91,❌,16.77,335.77,7.77,✅,3.49,322.49,5.51,✅,674,
2025-12-23 01:23,2025-12-23 01:33,320,331,11,319,334,327.0,-10.75,309.25,21.75,❌,16.24,336.24,5.24,✅,3.67,323.67,7.33,✅,691,
2025-12-23 01:24,2025-12-23 01:34,319,332,13,322,334,328.3,-9.27,309.73,22.27,❌,16.87,335.87,3.87,✅,4.64,323.64,8.36,✅,702,
2025-12-23 01:25,2025-12-23 01:35,327,321,-6,321,334,327.7,-10.13,316.87,4.13,✅,15.62,342.62,21.62,❌,4.65,331.65,10.65,❌,716,
2025-12-23 01:26,2025-12-23 01:36,334,323,-11,321,332,326.6,-13.87,320.13,2.87,✅,11.74,345.74,22.74,❌,0.38,334.38,11.38,❌,725,
2025-12-23 01:27,2025-12-23 01:37,328,323,-5,321,332,326.1,-14.18,313.82,9.18,✅,12.94,340.94,17.94,❌,2.08,330.08,7.08,❌,711,
2025-12-23 01:28,2025-12-23 01:38,332,325,-7,321,332,325.4,-15.77,316.23,8.77,✅,11.87,343.87,18.87,❌,-0.3,331.7,6.7,✅,708,
2025-12-23 01:29,2025-12-23 01:39,327,323,-4,321,332,325.0,-11.89,315.11,7.89,✅,14.54,341.54,18.54,❌,2.92,329.92,6.92,✅,701,
2025-12-23 01:30,2025-12-23 01:40,322,321,-1,321,332,324.9,-14.53,307.47,13.53,✅,14.13,336.13,15.13,❌,2.6,324.6,3.6,✅,707,
2025-12-23 01:31,2025-12-23 01:41,322,330,8,321,332,325.7,-16.06,305.94,24.06,❌,13.15,335.15,5.15,✅,1.33,323.33,6.67,✅,707,
2025-12-23 01:32,2025-12-23 01:42,328,327,-1,321,332,325.6,-15.43,312.57,14.43,✅,9.21,337.21,10.21,❌,-0.05,327.95,0.95,✅,727,
2025-12-23 01:33,2025-12-23 01:43,331,323,-8,321,332,324.8,-17.81,313.19,9.81,✅,6.32,337.32,14.32,❌,-4.12,326.88,3.88,✅,725,
2025-12-23 01:34,2025-12-23 01:44,332,326,-6,321,330,324.2,-19.42,312.58,13.42,✅,6.54,338.54,12.54,❌,-4.05,327.95,1.95,✅,716,
2025-12-23 01:35,2025-12-23 01:45,321,323,2,321,330,324.4,-18.34,302.66,20.34,❌,10.01,331.01,8.01,✅,-2.11,318.89,4.11,✅,715,
2025-12-23 01:36,2025-12-23 01:46,323,320,-3,320,330,324.1,-16.79,306.21,13.79,✅,9.71,332.71,12.71,❌,-2.42,320.58,0.58,✅,726,
2025-12-23 01:37,2025-12-23 01:47,323,311,-12,311,330,322.9,-14.18,308.82,2.18,✅,10.26,333.26,22.26,❌,-1.73,321.27,10.27,✅,721,
2025-12-23 01:38,2025-12-23 01:48,325,320,-5,311,330,322.4,-14.51,310.49,9.51,✅,10.27,335.27,15.27,❌,-2.54,322.46,2.46,✅,721,
2025-12-23 01:39,2025-12-23 01:49,323,322,-1,311,330,322.3,-16.78,306.22,15.78,✅,6.61,329.61,7.61,❌,-5.75,317.25,4.75,✅,722,
2025-12-23 01:40,2025-12-23 01:50,321,337,16,311,337,323.9,-14.44,306.56,30.44,❌,9.47,330.47,6.53,✅,-3.16,317.84,19.16,❌,711,
2025-12-23 01:41,2025-12-23 01:51,330,339,9,311,339,324.8,-17.96,312.04,26.96,❌,6.97,336.97,2.03,✅,-6.05,323.95,15.05,❌,728,
2025-12-23 01:42,2025-12-23 01:52,327,338,11,311,339,325.9,-16.81,310.19,27.81,❌,9.28,336.28,1.72,✅,-5.71,321.29,16.71,❌,740,
2025-12-23 01:43,2025-12-23 01:53,323,331,8,311,339,326.7,-15.71,307.29,23.71,❌,10.98,333.98,2.98,✅,-3.28,319.72,11.28,❌,737,
2025-12-23 01:44,2025-12-23 01:54,326,327,1,311,339,326.8,-17.77,308.23,18.77,❌,10.0,336.0,9.0,✅,-4.03,321.97,5.03,✅,723,
2025-12-23 01:45,2025-12-23 01:55,323,322,-1,311,339,326.7,-16.17,306.83,15.17,✅,12.73,335.73,13.73,❌,-2.01,320.99,1.01,✅,711,
2025-12-23 01:46,2025-12-23 01:56,320,327,7,311,339,327.4,-15.77,304.23,22.77,❌,12.7,332.7,5.7,✅,-1.14,318.86,8.14,❌,703,
2025-12-23 01:47,2025-12-23 01:57,311,336,25,320,339,329.9,-14.02,296.98,39.02,❌,13.21,324.21,11.79,✅,0.33,311.33,24.67,✅,701,
2025-12-23 01:48,2025-12-23 01:58,320,335,15,322,339,331.4,-15.77,304.23,30.77,❌,11.17,331.17,3.83,✅,-2.15,317.85,17.15,❌,694,
2025-12-23 01:49,2025-12-23 01:59,322,335,13,322,339,332.7,-15.25,306.75,28.25,❌,12.29,334.29,0.71,✅,-3.01,318.99,16.01,❌,695,
2025-12-23 01:50,2025-12-23 02:00,337,342,5,322,342,333.2,-19.89,317.11,24.89,❌,5.5,342.5,0.5,✅,-9.45,327.55,14.45,❌,710,
2025-12-23 01:51,2025-12-23 02:01,339,351,12,322,351,334.4,-19.59,319.41,31.59,❌,6.58,345.58,5.42,✅,-8.85,330.15,20.85,❌,706,
2025-12-23 01:52,2025-12-23 02:02,338,366,28,322,366,337.2,-17.48,320.52,45.48,❌,5.33,343.33,22.67,✅,-6.66,331.34,34.66,❌,697,
2025-12-23 01:53,2025-12-23 02:03,331,369,38,322,369,341.0,-17.13,313.87,55.13,❌,7.74,338.74,30.26,✅,-5.38,325.62,43.38,❌,685,
2025-12-23 01:54,2025-12-23 02:04,327,366,39,322,369,344.9,-13.7,313.3,52.7,❌,9.72,336.72,29.28,✅,-2.76,324.24,41.76,❌,670,
2025-12-23 01:55,2025-12-23 02:05,322,364,42,327,369,349.1,-15.29,306.71,57.29,❌,10.77,332.77,31.23,✅,1.64,323.64,40.36,✅,656,
2025-12-23 01:56,2025-12-23 02:06,327,368,41,335,369,353.2,-13.39,313.61,54.39,❌,11.27,338.27,29.73,✅,-1.31,325.69,42.31,❌,659,
2025-12-23 01:57,2025-12-23 02:07,336,358,22,335,369,355.4,-14.34,321.66,36.34,❌,11.99,347.99,10.01,✅,-2.14,333.86,24.14,❌,639,
2025-12-23 01:58,2025-12-23 02:08,335,359,24,335,369,357.8,-14.6,320.4,38.6,❌,11.13,346.13,12.87,✅,-2.39,332.61,26.39,❌,628,
2025-12-23 01:59,2025-12-23 02:09,335,361,26,342,369,360.4,-14.58,320.42,40.58,❌,9.85,344.85,16.15,✅,-2.68,332.32,28.68,❌,616,
2025-12-23 02:00,2025-12-23 02:10,342,359,17,351,369,362.1,-14.61,327.39,31.61,❌,9.03,351.03,7.97,✅,-5.0,337.0,22.0,❌,632,🚨351.0
2025-12-23 02:01,2025-12-23 02:11,351,365,14,358,369,363.5,-12.59,338.41,26.59,❌,6.45,357.45,7.55,✅,-5.89,345.11,19.89,❌,649,⚠️357.4
